央视,#genre#
中国农林卫视,http://121.16.248.169:7788/956904896
中国农林卫视,http://113.232.2.9:1234/956904896
中国农林卫视,http://120.10.167.40:1234/956904896
中国农林卫视,http://182.127.152.93:1234/956904896
兵团卫视,http://183.223.93.138:1234/956923145
兵团卫视,http://121.16.248.169:7788/956923145
兵团卫视,http://113.232.2.9:1234/956923145
兵团卫视,http://120.10.167.40:1234/956923145
兵团卫视,http://182.127.152.93:1234/956923145
宁夏卫视,http://183.223.93.138:1234/738910535
宁夏卫视,http://121.16.248.169:7788/738910535
宁夏卫视,http://113.232.2.9:1234/738910535
宁夏卫视,http://120.10.167.40:1234/738910535
宁夏卫视,http://182.127.152.93:1234/738910535
重庆卫视,http://183.223.93.138:1234/738910914
重庆卫视,http://121.16.248.169:7788/738910914
重庆卫视,http://113.232.2.9:1234/738910914
重庆卫视,http://120.10.167.40:1234/738910914
重庆卫视,http://182.127.152.93:1234/738910914
三沙卫视,http://183.223.93.138:1234/961023778
三沙卫视,http://121.16.248.169:7788/961023778
三沙卫视,http://113.232.2.9:1234/961023778
三沙卫视,http://120.10.167.40:1234/961023778
三沙卫视,http://182.127.152.93:1234/961023778

地方,#genre#
上海新闻综合,http://183.223.93.138:1234/651632657
上海新闻综合,http://121.16.248.169:7788/651632657
上海新闻综合,http://113.232.2.9:1234/651632657
上海新闻综合,http://120.10.167.40:1234/651632657
上海新闻综合,http://182.127.152.93:1234/651632657
上视东方影视,http://183.223.93.138:1234/617290047
上视东方影视,http://121.16.248.169:7788/617290047
上视东方影视,http://113.232.2.9:1234/617290047
上视东方影视,http://120.10.167.40:1234/617290047
上视东方影视,http://182.127.152.93:1234/617290047
上海第一财经,http://183.223.93.138:1234/608780988
上海第一财经,http://121.16.248.169:7788/608780988
上海第一财经,http://113.232.2.9:1234/608780988
上海第一财经,http://120.10.167.40:1234/608780988
上海第一财经,http://182.127.152.93:1234/608780988
南京新闻综合频道,http://183.223.93.138:1234/838109047
南京新闻综合频道,http://121.16.248.169:7788/838109047
南京新闻综合频道,http://113.232.2.9:1234/838109047
南京新闻综合频道,http://120.10.167.40:1234/838109047
南京新闻综合频道,http://182.127.152.93:1234/838109047
南京教科频道,http://183.223.93.138:1234/838153729
南京教科频道,http://121.16.248.169:7788/838153729
南京教科频道,http://113.232.2.9:1234/838153729
南京教科频道,http://120.10.167.40:1234/838153729
南京教科频道,http://182.127.152.93:1234/838153729
南京十八频道,http://183.223.93.138:1234/838151753
南京十八频道,http://121.16.248.169:7788/838151753
南京十八频道,http://113.232.2.9:1234/838151753
南京十八频道,http://120.10.167.40:1234/838151753
南京十八频道,http://182.127.152.93:1234/838151753
体育休闲频道,http://183.223.93.138:1234/626064707
体育休闲频道,http://121.16.248.169:7788/626064707
体育休闲频道,http://113.232.2.9:1234/626064707
体育休闲频道,http://120.10.167.40:1234/626064707
体育休闲频道,http://182.127.152.93:1234/626064707
江苏城市频道,http://183.223.93.138:1234/626064714
江苏城市频道,http://121.16.248.169:7788/626064714
江苏城市频道,http://113.232.2.9:1234/626064714
江苏城市频道,http://120.10.167.40:1234/626064714
江苏城市频道,http://182.127.152.93:1234/626064714
江苏国际,http://183.223.93.138:1234/626064674
江苏国际,http://121.16.248.169:7788/626064674
江苏国际,http://113.232.2.9:1234/626064674
江苏国际,http://120.10.167.40:1234/626064674
江苏国际,http://182.127.152.93:1234/626064674
江苏教育,http://183.223.93.138:1234/628008321
江苏教育,http://121.16.248.169:7788/628008321
江苏教育,http://113.232.2.9:1234/628008321
江苏教育,http://120.10.167.40:1234/628008321
江苏教育,http://182.127.152.93:1234/628008321
江苏影视频道,http://183.223.93.138:1234/626064697
江苏影视频道,http://121.16.248.169:7788/626064697
江苏影视频道,http://113.232.2.9:1234/626064697
江苏影视频道,http://120.10.167.40:1234/626064697
江苏影视频道,http://182.127.152.93:1234/626064697
江苏综艺频道,http://183.223.93.138:1234/626065193
江苏综艺频道,http://121.16.248.169:7788/626065193
江苏综艺频道,http://113.232.2.9:1234/626065193
江苏综艺频道,http://120.10.167.40:1234/626065193
江苏综艺频道,http://182.127.152.93:1234/626065193
公共新闻频道,http://183.223.93.138:1234/626064693
公共新闻频道,http://121.16.248.169:7788/626064693
公共新闻频道,http://113.232.2.9:1234/626064693
公共新闻频道,http://120.10.167.40:1234/626064693
公共新闻频道,http://182.127.152.93:1234/626064693
盐城新闻综合,http://183.223.93.138:1234/639731825
盐城新闻综合,http://121.16.248.169:7788/639731825
盐城新闻综合,http://113.232.2.9:1234/639731825
盐城新闻综合,http://120.10.167.40:1234/639731825
盐城新闻综合,http://182.127.152.93:1234/639731825
淮安新闻综合,http://183.223.93.138:1234/639731826
淮安新闻综合,http://121.16.248.169:7788/639731826
淮安新闻综合,http://113.232.2.9:1234/639731826
淮安新闻综合,http://120.10.167.40:1234/639731826
淮安新闻综合,http://182.127.152.93:1234/639731826
泰州新闻综合,http://183.223.93.138:1234/639731818
泰州新闻综合,http://121.16.248.169:7788/639731818
泰州新闻综合,http://113.232.2.9:1234/639731818
泰州新闻综合,http://120.10.167.40:1234/639731818
泰州新闻综合,http://182.127.152.93:1234/639731818
连云港新闻综合,http://183.223.93.138:1234/639731715
连云港新闻综合,http://121.16.248.169:7788/639731715
连云港新闻综合,http://113.232.2.9:1234/639731715
连云港新闻综合,http://120.10.167.40:1234/639731715
连云港新闻综合,http://182.127.152.93:1234/639731715
宿迁新闻综合,http://183.223.93.138:1234/639731832
宿迁新闻综合,http://121.16.248.169:7788/639731832
宿迁新闻综合,http://113.232.2.9:1234/639731832
宿迁新闻综合,http://120.10.167.40:1234/639731832
宿迁新闻综合,http://182.127.152.93:1234/639731832
徐州新闻综合,http://183.223.93.138:1234/639731747
徐州新闻综合,http://121.16.248.169:7788/639731747
徐州新闻综合,http://113.232.2.9:1234/639731747
徐州新闻综合,http://120.10.167.40:1234/639731747
徐州新闻综合,http://182.127.152.93:1234/639731747
优漫卡通频道,http://183.223.93.138:1234/626064703
优漫卡通频道,http://121.16.248.169:7788/626064703
优漫卡通频道,http://113.232.2.9:1234/626064703
优漫卡通频道,http://120.10.167.40:1234/626064703
优漫卡通频道,http://182.127.152.93:1234/626064703
江阴新闻综合,http://183.223.93.138:1234/955227979
江阴新闻综合,http://121.16.248.169:7788/955227979
江阴新闻综合,http://113.232.2.9:1234/955227979
江阴新闻综合,http://120.10.167.40:1234/955227979
江阴新闻综合,http://182.127.152.93:1234/955227979
南通新闻综合,http://183.223.93.138:1234/955227985
南通新闻综合,http://121.16.248.169:7788/955227985
南通新闻综合,http://113.232.2.9:1234/955227985
南通新闻综合,http://120.10.167.40:1234/955227985
南通新闻综合,http://182.127.152.93:1234/955227985
宜兴新闻综合,http://183.223.93.138:1234/955227996
宜兴新闻综合,http://121.16.248.169:7788/955227996
宜兴新闻综合,http://113.232.2.9:1234/955227996
宜兴新闻综合,http://120.10.167.40:1234/955227996
宜兴新闻综合,http://182.127.152.93:1234/955227996
溧水新闻综合,http://183.223.93.138:1234/639737327
溧水新闻综合,http://121.16.248.169:7788/639737327
溧水新闻综合,http://113.232.2.9:1234/639737327
溧水新闻综合,http://120.10.167.40:1234/639737327
溧水新闻综合,http://182.127.152.93:1234/639737327
陕西银龄频道,http://183.223.93.138:1234/956909362
陕西银龄频道,http://121.16.248.169:7788/956909362
陕西银龄频道,http://113.232.2.9:1234/956909362
陕西银龄频道,http://120.10.167.40:1234/956909362
陕西银龄频道,http://182.127.152.93:1234/956909362
陕西都市青春频道,http://183.223.93.138:1234/956909358
陕西都市青春频道,http://121.16.248.169:7788/956909358
陕西都市青春频道,http://113.232.2.9:1234/956909358
陕西都市青春频道,http://120.10.167.40:1234/956909358
陕西都市青春频道,http://182.127.152.93:1234/956909358
陕西秦腔频道,http://183.223.93.138:1234/956909303
陕西秦腔频道,http://121.16.248.169:7788/956909303
陕西秦腔频道,http://113.232.2.9:1234/956909303
陕西秦腔频道,http://120.10.167.40:1234/956909303
陕西秦腔频道,http://182.127.152.93:1234/956909303
陕西新闻资讯频道,http://183.223.93.138:1234/956909289
陕西新闻资讯频道,http://121.16.248.169:7788/956909289
陕西新闻资讯频道,http://113.232.2.9:1234/956909289
陕西新闻资讯频道,http://120.10.167.40:1234/956909289
陕西新闻资讯频道,http://182.127.152.93:1234/956909289
财富天下,http://183.223.93.138:1234/956923159
财富天下,http://121.16.248.169:7788/956923159
财富天下,http://113.232.2.9:1234/956923159
财富天下,http://120.10.167.40:1234/956923159
财富天下,http://182.127.152.93:1234/956923159
镇江新闻综合,http://183.223.93.138:1234/639731783
镇江新闻综合,http://121.16.248.169:7788/639731783
镇江新闻综合,http://113.232.2.9:1234/639731783
镇江新闻综合,http://120.10.167.40:1234/639731783
镇江新闻综合,http://182.127.152.93:1234/639731783

影视,#genre#
经典香港电影,http://183.223.93.138:1234/625703337
抗战经典影片,http://183.223.93.138:1234/617432318
新片放映厅,http://183.223.93.138:1234/619495952
CHC影迷电影,http://183.223.93.138:1234/952383261
CHC动作电影,http://183.223.93.138:1234/644368714
CHC家庭影院,http://183.223.93.138:1234/644368373
和美乡途轮播台,http://183.223.93.138:1234/713591450
南方影视,http://183.223.93.138:1234/614961829

教育,#genre#
CETV1,http://183.223.93.138:1234/923287154
CETV2,http://183.223.93.138:1234/923287211
CETV4,http://183.223.93.138:1234/923287339
山东教育,http://183.223.93.138:1234/609154353

综艺,#genre#
最强综艺趴,http://183.223.93.138:1234/629942228

少儿,#genre#
嘉佳卡通,http://183.223.93.138:1234/614952364
经典动画大集合,http://183.223.93.138:1234/629942219
新动漫,http://183.223.93.138:1234/961930269

纪实,#genre#
新动力量创一流,http://183.223.93.138:1234/713589837
中华特产,http://183.223.93.138:1234/959986618
环球旅游,http://183.223.93.138:1234/958475356
梨园频道,http://183.223.93.138:1234/961930369

昨天,#genre#
西甲 莱万特VS塞维利亚 全场回放（李霄） 00:45,http://183.223.93.138:1234/964369785
西甲 莱万特VS塞维利亚 全场回放（李霄） 00:45,http://121.16.248.169:7788/964369785
西甲 莱万特VS塞维利亚 全场回放（李霄） 00:45,http://113.232.2.9:1234/964369785
西甲 莱万特VS塞维利亚 全场回放（李霄） 00:45,http://120.10.167.40:1234/964369785
西甲 莱万特VS塞维利亚 全场回放（李霄） 00:45,http://182.127.152.93:1234/964369785
西甲 巴列卡诺VS西班牙人 全场回放（周楚雄） 01:45,http://183.223.93.138:1234/964369913
西甲 巴列卡诺VS西班牙人 全场回放（周楚雄） 01:45,http://121.16.248.169:7788/964369913
西甲 巴列卡诺VS西班牙人 全场回放（周楚雄） 01:45,http://113.232.2.9:1234/964369913
西甲 巴列卡诺VS西班牙人 全场回放（周楚雄） 01:45,http://120.10.167.40:1234/964369913
西甲 巴列卡诺VS西班牙人 全场回放（周楚雄） 01:45,http://182.127.152.93:1234/964369913
斯诺克 尼尔·罗伯逊VS庞俊旭 【回放】尼尔·罗伯逊10-6庞俊旭（第二阶段）（孙嘉星） 02:00,http://183.223.93.138:1234/964369995
斯诺克 尼尔·罗伯逊VS庞俊旭 【回放】尼尔·罗伯逊10-6庞俊旭（第二阶段）（孙嘉星） 02:00,http://121.16.248.169:7788/964369995
斯诺克 尼尔·罗伯逊VS庞俊旭 【回放】尼尔·罗伯逊10-6庞俊旭（第二阶段）（孙嘉星） 02:00,http://113.232.2.9:1234/964369995
斯诺克 尼尔·罗伯逊VS庞俊旭 【回放】尼尔·罗伯逊10-6庞俊旭（第二阶段）（孙嘉星） 02:00,http://120.10.167.40:1234/964369995
斯诺克 尼尔·罗伯逊VS庞俊旭 【回放】尼尔·罗伯逊10-6庞俊旭（第二阶段）（孙嘉星） 02:00,http://182.127.152.93:1234/964369995
斯诺克 尼尔·罗伯逊VS庞俊旭 【回放】尼尔·罗伯逊10-6庞俊旭（第二阶段）（赛场原声） 02:00,http://183.223.93.138:1234/964370155
斯诺克 尼尔·罗伯逊VS庞俊旭 【回放】尼尔·罗伯逊10-6庞俊旭（第二阶段）（赛场原声） 02:00,http://121.16.248.169:7788/964370155
斯诺克 尼尔·罗伯逊VS庞俊旭 【回放】尼尔·罗伯逊10-6庞俊旭（第二阶段）（赛场原声） 02:00,http://113.232.2.9:1234/964370155
斯诺克 尼尔·罗伯逊VS庞俊旭 【回放】尼尔·罗伯逊10-6庞俊旭（第二阶段）（赛场原声） 02:00,http://120.10.167.40:1234/964370155
斯诺克 尼尔·罗伯逊VS庞俊旭 【回放】尼尔·罗伯逊10-6庞俊旭（第二阶段）（赛场原声） 02:00,http://182.127.152.93:1234/964370155
斯诺克 凯伦·威尔逊VS马克·艾伦 【回放】凯伦·威尔逊3-5马克·艾伦（第一阶段）（朱蒙） 02:00,http://183.223.93.138:1234/964370107
斯诺克 凯伦·威尔逊VS马克·艾伦 【回放】凯伦·威尔逊3-5马克·艾伦（第一阶段）（朱蒙） 02:00,http://121.16.248.169:7788/964370107
斯诺克 凯伦·威尔逊VS马克·艾伦 【回放】凯伦·威尔逊3-5马克·艾伦（第一阶段）（朱蒙） 02:00,http://113.232.2.9:1234/964370107
斯诺克 凯伦·威尔逊VS马克·艾伦 【回放】凯伦·威尔逊3-5马克·艾伦（第一阶段）（朱蒙） 02:00,http://120.10.167.40:1234/964370107
斯诺克 凯伦·威尔逊VS马克·艾伦 【回放】凯伦·威尔逊3-5马克·艾伦（第一阶段）（朱蒙） 02:00,http://182.127.152.93:1234/964370107
斯诺克 凯伦·威尔逊VS马克·艾伦 【回放】凯伦·威尔逊3-5马克·艾伦（第一阶段）（赛场原声） 02:00,http://183.223.93.138:1234/964370265
斯诺克 凯伦·威尔逊VS马克·艾伦 【回放】凯伦·威尔逊3-5马克·艾伦（第一阶段）（赛场原声） 02:00,http://121.16.248.169:7788/964370265
斯诺克 凯伦·威尔逊VS马克·艾伦 【回放】凯伦·威尔逊3-5马克·艾伦（第一阶段）（赛场原声） 02:00,http://113.232.2.9:1234/964370265
斯诺克 凯伦·威尔逊VS马克·艾伦 【回放】凯伦·威尔逊3-5马克·艾伦（第一阶段）（赛场原声） 02:00,http://120.10.167.40:1234/964370265
斯诺克 凯伦·威尔逊VS马克·艾伦 【回放】凯伦·威尔逊3-5马克·艾伦（第一阶段）（赛场原声） 02:00,http://182.127.152.93:1234/964370265
西甲 皇家奥维耶多VS比利亚雷亚尔 全场回放（李霄） 03:15,http://183.223.93.138:1234/964370017
西甲 皇家奥维耶多VS比利亚雷亚尔 全场回放（李霄） 03:15,http://121.16.248.169:7788/964370017
西甲 皇家奥维耶多VS比利亚雷亚尔 全场回放（李霄） 03:15,http://113.232.2.9:1234/964370017
西甲 皇家奥维耶多VS比利亚雷亚尔 全场回放（李霄） 03:15,http://120.10.167.40:1234/964370017
西甲 皇家奥维耶多VS比利亚雷亚尔 全场回放（李霄） 03:15,http://182.127.152.93:1234/964370017
NBA 老鹰VS尼克斯 全场回放（邵化谦、李根） 06:55,http://183.223.93.138:1234/964373689
NBA 老鹰VS尼克斯 全场回放（邵化谦、李根） 06:55,http://121.16.248.169:7788/964373689
NBA 老鹰VS尼克斯 全场回放（邵化谦、李根） 06:55,http://113.232.2.9:1234/964373689
NBA 老鹰VS尼克斯 全场回放（邵化谦、李根） 06:55,http://120.10.167.40:1234/964373689
NBA 老鹰VS尼克斯 全场回放（邵化谦、李根） 06:55,http://182.127.152.93:1234/964373689
NBA 老鹰VS尼克斯 全场回放（英文原声） 06:55,http://183.223.93.138:1234/964374080
NBA 老鹰VS尼克斯 全场回放（英文原声） 06:55,http://121.16.248.169:7788/964374080
NBA 老鹰VS尼克斯 全场回放（英文原声） 06:55,http://113.232.2.9:1234/964374080
NBA 老鹰VS尼克斯 全场回放（英文原声） 06:55,http://120.10.167.40:1234/964374080
NBA 老鹰VS尼克斯 全场回放（英文原声） 06:55,http://182.127.152.93:1234/964374080
NBA 猛龙VS骑士 全场回放（李天宇、陈正昊、魏欣怡） 07:55,http://183.223.93.138:1234/964375289
NBA 猛龙VS骑士 全场回放（李天宇、陈正昊、魏欣怡） 07:55,http://121.16.248.169:7788/964375289
NBA 猛龙VS骑士 全场回放（李天宇、陈正昊、魏欣怡） 07:55,http://113.232.2.9:1234/964375289
NBA 猛龙VS骑士 全场回放（李天宇、陈正昊、魏欣怡） 07:55,http://120.10.167.40:1234/964375289
NBA 猛龙VS骑士 全场回放（李天宇、陈正昊、魏欣怡） 07:55,http://182.127.152.93:1234/964375289
